function,parent,parent_plain,child,child_plain,fiscal_year,federal_spending,percent_total,spending_source_url,spending_source_url_name
agency,Legislative Branch,Legislative Branch,,,2021,5263121644,0.08,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Senate,Senate,2021,1002170968,19.04,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,United States Tax Court,United States Tax Court,2021,55974690,1.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Other Legislative Branch Agencies,Other Legislative Branch Agencies,2021,78149596,1.48,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-35534937,-0.68,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-7407661,-0.14,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Offsetting Governmental Receipts,Offsetting Revenue,2021,0,0,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,House of Representatives,House of Representatives,2021,1482614517,28.17,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Joint Items,Joint Items,2021,25658767,0.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Capitol Police,Capitol Police,2021,508936517,9.67,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Congressional Budget Office,Congressional Budget Office,2021,56435228,1.07,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Architect of the Capitol,Architect of the Capitol,2021,738666719,14.03,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Library of Congress,Library of Congress,2021,719668871,13.67,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Government Publishing Office,Government Publishing Office,2021,5938448,0.11,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Legislative Branch,Legislative Branch,Government Accountability Office,Government Accountability Office,2021,631849920,12.01,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,,,2021,31779072379,0.47,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Public and Indian Housing Programs,Public and Indian Housing Programs,2021,33704593523,106.06,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Community Planning and Development,Community Planning and Development,2021,11487794986,36.15,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Housing Programs,Housing Programs,2021,-10005708399,-31.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Government National Mortgage Association,Government National Mortgage Association,2021,-1387522736,-4.37,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Management and Administration,Management and Administration,2021,1948522938,6.13,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Other,Other,2021,227643465,0.72,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-4177166096,-13.14,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-2392102,-0.01,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Housing and Urban Development,Department of Housing and Urban Development,Offsetting Governmental Receipts,Offsetting Revenue,2021,-16693200,-0.05,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,,,2021,15787794449,0.23,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Land and Minerals Management,Land and Minerals Management,2021,2727907107,17.28,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Water and Science,Water and Science,2021,2521678177,15.97,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Fish and Wildlife and Parks,Fish and Wildlife and Parks,2021,6438050121,40.78,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Indian Affairs,Indian Affairs,2021,2727813917,17.28,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,2021,5355795452,33.92,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Other,Other,2021,2463828577,15.61,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-6338331652,-40.15,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Interior,Department of the Interior,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-108947250,-0.69,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,,,2021,39261464024,0.58,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,General Administration,General Administration,2021,961966483,2.45,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,123186511,0.31,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Offsetting Governmental Receipts,Offsetting Revenue,2021,-918043933,-2.34,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Legal Activities and U.S. Marshals,Legal Activities and U.S. Marshals,2021,11788913225,30.03,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Federal Bureau of Investigation,Federal Bureau of Investigation,2021,10132447309,25.81,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Drug Enforcement Administration,Drug Enforcement Administration,2021,2939084385,7.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives","Bureau of Alcohol, Tobacco, Firearms, and Explosives",2021,1432920966,3.65,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Federal Prison System,Federal Prison System,2021,7670336735,19.54,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Office of Justice Programs,Office of Justice Programs,2021,4940441176,12.58,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Other,Other,2021,778865226,1.98,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Justice,Department of Justice,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-588654058,-1.5,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,,,2021,404771000000,5.94,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Employment and Training Administration,Employment and Training Administration,2021,580955000000,143.53,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-72061983,-0.02,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-177768000000,-43.92,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,2021,-3645241783,-0.9,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Office of Workers' Compensation Programs,Office of Workers' Compensation Programs,2021,2693584895,0.67,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Wage and Hour Division,Wage and Hour Division,2021,292596106,0.07,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Occupational Safety and Health Administration,Occupational Safety and Health Administration,2021,586478758,0.14,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Mine Safety and Health Administration,Mine Safety and Health Administration,2021,386805815,0.1,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Bureau of Labor Statistics,Bureau of Labor Statistics,2021,564592672,0.14,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Departmental Management,Departmental Management,2021,435362297,0.11,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Labor,Department of Labor,Other,Other,2021,342162867,0.08,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,,,2021,35814168474,0.53,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Administration of Foreign Affairs,Administration of Foreign Affairs,2021,16203216942,45.24,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,International Organizations and Conferences,International Organizations and Conferences,2021,3125931646,8.73,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Global Health and Child Survival,Global Health and Child Survival,2021,13141328372,36.69,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Migration and Refugee Assistance,Migration and Refugee Assistance,2021,4312427428,12.04,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,International Narcotics Control and Law Enforcement,International Narcotics Control and Law Enforcement,2021,1243201776,3.47,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Andean Counterdrug Programs,Andean Counterdrug Programs,2021,0,0,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Other,Other,2021,629964700,1.76,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-2124689716,-5.93,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of State,Department of State,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-717212673,-2,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,,,2021,104936000000,1.54,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Office of the Secretary,Office of the Secretary,2021,2454681234,2.34,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-497021894,-0.47,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-27604302067,-26.31,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Offsetting Governmental Receipts,Offsetting Revenue,2021,-145160483,-0.14,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Federal Aviation Administration,Federal Aviation Administration,2021,37021661533,35.28,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Federal Highway Administration,Federal Highway Administration,2021,61217915640,58.34,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,2021,566770133,0.54,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,2021,1081636891,1.03,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Federal Railroad Administration,Federal Railroad Administration,2021,5122132793,4.88,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Federal Transit Administration,Federal Transit Administration,2021,24369534284,23.22,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Maritime Administration,Maritime Administration,2021,926376667,0.88,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Transportation,Department of Transportation,Other,Other,2021,421785148,0.4,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury*,,,2021,1633750000000,23.96,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Departmental Offices,Departmental Offices,2021,302137000000,18.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Other,Other,2021,136721265,0.01,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-67814781715,-4.15,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-5220302477,-0.32,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Bureau of the Fiscal Service,Bureau of the Fiscal Service,2021,24736242922,1.51,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Federal Financing Bank,Federal Financing Bank,2021,-191424028,-0.01,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,Alcohol and Tobacco Tax and Trade Bureau,2021,640032920,0.04,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Bureau of Engraving and Printing,Bureau of Engraving and Printing,2021,69958199,0,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,United States Mint,United States Mint,2021,-481403208,-0.03,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Internal Revenue Service,Internal Revenue Service*,2021,817462000000,50.04,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Comptroller of the Currency,Comptroller of the Currency,2021,-115039122,-0.01,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of the Treasury,Department of the Treasury,Interest on the Public Debt,Interest on the Public Debt,2021,562388000000,34.42,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,,,2021,233781000000,3.43,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,Joint DOD-VA Medical Facility Demonstration Fund,Joint DOD-VA Medical Facility Demonstration Fund,2021,486345230,0.21,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,Veterans Health Administration,Veterans Health Administration,2021,99380786527,42.51,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,Benefits Programs,Benefits Programs,2021,128592000000,55.01,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,Departmental Administration,Departmental Administration,2021,12837323742,5.49,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,Proprietary Receipts from the Public,Revenue from Business-Type Activities,2021,-7505801413,-3.21,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Department of Veterans Affairs,Department of Veterans Affairs,Intrabudgetary Transactions,Budgetary Transactions Within the Agency,2021,-10204504,0,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Corps of Engineers,U.S. Army Corps of Engineers,,,2021,7935596750,0.12,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Corps of Engineers,U.S. Army Corps of Engineers,Construction,Construction,2021,2443362043,30.79,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Corps of Engineers,U.S. Army Corps of Engineers,Operation and Maintenance,Operation and Maintenance,2021,2668017593,33.62,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Corps of Engineers,U.S. Army Corps of Engineers,Flood Control and Coastal Emergencies,Flood Control and Coastal Emergencies,2021,636875200,8.03,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
agency,Corps of Engineers,U.S. Army Corps of Engineers,Harbor Maintenance Trust Fund,Harbor Maintenance Trust Fund,2021,1553683544,19.58,https://fiscaldata.treasury.gov/datasets/monthly-treasury-statement/summary-of-receipts-outlays-and-the-deficit-surplus-of-the-u-s-government,Monthly Treasury Statement
